Anno;Codice Regione;Descrizione Regione;Codice Azienda;Tipo Azienda;Codice struttura;Subcodice;Denominazione Struttura/Stabilimento;Indirizzo;Codice Comune;Comune;Sigla Provincia;Codice tipo struttura;Descrizione tipo struttura;Codice disciplina;Descrizione disciplina;Tipo di Disciplina;N° Reparti;Posti letto degenza ordinaria;Posti letto degenza a pagamento;Posti letto Day Hospital;Posti letto Day Surgery;Totale posti letto
2018;30;LOMBARDIA;325;1;30143;;CLINICHE GAVAZZENI SPA - BERGAMO        ;VIA M. GAVAZZENI 21                     ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;64;ONCOLOGIA                               ;ACUTI;1;9;0;0;0;9
2018;30;LOMBARDIA;325;1;30143;;CLINICHE GAVAZZENI SPA - BERGAMO        ;VIA M. GAVAZZENI 21                     ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;98;DAY SURGERY;ACUTI;1;0;0;0;8;8
2018;30;LOMBARDIA;325;1;30144;;CASA DI CURA BEATO PALAZZOLO - BERGAMO  ;VIA S.BERNARDINO 56                     ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;9;CHIRURGIA GENERALE                      ;ACUTI;1;6;0;0;2;8
2018;30;LOMBARDIA;325;1;30144;;CASA DI CURA BEATO PALAZZOLO - BERGAMO  ;VIA S.BERNARDINO 56                     ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;26;MEDICINA GENERALE                       ;ACUTI;1;27;0;0;0;27
2018;30;LOMBARDIA;325;1;30144;;CASA DI CURA BEATO PALAZZOLO - BERGAMO  ;VIA S.BERNARDINO 56                     ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;34;OCULISTICA                              ;ACUTI;1;2;0;0;1;3
2018;30;LOMBARDIA;325;1;30144;;CASA DI CURA BEATO PALAZZOLO - BERGAMO  ;VIA S.BERNARDINO 56                     ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;19;0;0;2;21
2018;30;LOMBARDIA;325;1;30144;;CASA DI CURA BEATO PALAZZOLO - BERGAMO  ;VIA S.BERNARDINO 56                     ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;43;UROLOGIA                                ;ACUTI;1;6;0;0;2;8
2018;30;LOMBARDIA;325;1;30144;;CASA DI CURA BEATO PALAZZOLO - BERGAMO  ;VIA S.BERNARDINO 56                     ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;34;0;2;0;36
2018;30;LOMBARDIA;325;1;30144;;CASA DI CURA BEATO PALAZZOLO - BERGAMO  ;VIA S.BERNARDINO 56                     ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;24;0;0;0;24
2018;30;LOMBARDIA;325;1;30144;;CASA DI CURA BEATO PALAZZOLO - BERGAMO  ;VIA S.BERNARDINO 56                     ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;99;CURE PALLIATIVE;ACUTI;1;0;0;1;0;1
2018;30;LOMBARDIA;325;1;30145;;CLINICA  CASTELLI - BERGAMO             ;VIA GIUSEPPE MAZZINI 11                 ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;9;CHIRURGIA GENERALE                      ;ACUTI;1;27;0;0;0;27
2018;30;LOMBARDIA;325;1;30145;;CLINICA  CASTELLI - BERGAMO             ;VIA GIUSEPPE MAZZINI 11                 ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;26;MEDICINA GENERALE                       ;ACUTI;1;31;0;0;0;31
2018;30;LOMBARDIA;325;1;30145;;CLINICA  CASTELLI - BERGAMO             ;VIA GIUSEPPE MAZZINI 11                 ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;34;OCULISTICA                              ;ACUTI;1;1;0;0;0;1
2018;30;LOMBARDIA;325;1;30145;;CLINICA  CASTELLI - BERGAMO             ;VIA GIUSEPPE MAZZINI 11                 ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;2;0;0;0;2
2018;30;LOMBARDIA;325;1;30145;;CLINICA  CASTELLI - BERGAMO             ;VIA GIUSEPPE MAZZINI 11                 ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;38;OTORINOLARINGOIATRIA                    ;ACUTI;1;15;0;0;0;15
2018;30;LOMBARDIA;325;1;30145;;CLINICA  CASTELLI - BERGAMO             ;VIA GIUSEPPE MAZZINI 11                 ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;43;UROLOGIA                                ;ACUTI;1;2;0;0;0;2
2018;30;LOMBARDIA;325;1;30145;;CLINICA  CASTELLI - BERGAMO             ;VIA GIUSEPPE MAZZINI 11                 ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;98;DAY SURGERY;ACUTI;1;0;0;0;7;7
2018;30;LOMBARDIA;325;1;30146;;CASA DI CURA S. FRANCESCO - BERGAMO     ;VIA IV NOVEMBRE  7                      ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;9;CHIRURGIA GENERALE                      ;ACUTI;1;27;0;0;1;28
2018;30;LOMBARDIA;325;1;30146;;CASA DI CURA S. FRANCESCO - BERGAMO     ;VIA IV NOVEMBRE  7                      ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;26;MEDICINA GENERALE                       ;ACUTI;1;29;0;0;0;29
2018;30;LOMBARDIA;325;1;30146;;CASA DI CURA S. FRANCESCO - BERGAMO     ;VIA IV NOVEMBRE  7                      ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;32;NEUROLOGIA                              ;ACUTI;1;14;0;0;0;14
2018;30;LOMBARDIA;325;1;30146;;CASA DI CURA S. FRANCESCO - BERGAMO     ;VIA IV NOVEMBRE  7                      ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;22;0;0;2;24
2018;30;LOMBARDIA;325;1;30146;;CASA DI CURA S. FRANCESCO - BERGAMO     ;VIA IV NOVEMBRE  7                      ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;33;0;0;0;33
2018;30;LOMBARDIA;325;1;30146;;CASA DI CURA S. FRANCESCO - BERGAMO     ;VIA IV NOVEMBRE  7                      ;16024;BERGAMO                                 ;BG;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;7;0;0;0;7
2018;30;LOMBARDIA;325;1;30147;;POLICLINICO SAN MARCO - OSIO SOTTO      ;CORSO EUROPA 7                          ;16153;OSIO SOTTO                              ;BG;5.1;Casa di cura privata accreditata;8;CARDIOLOGIA                             ;ACUTI;1;20;0;1;0;21
2018;30;LOMBARDIA;325;1;30147;;POLICLINICO SAN MARCO - OSIO SOTTO      ;CORSO EUROPA 7                          ;16153;OSIO SOTTO                              ;BG;5.1;Casa di cura privata accreditata;9;CHIRURGIA GENERALE                      ;ACUTI;1;30;0;0;6;36
2018;30;LOMBARDIA;325;1;30147;;POLICLINICO SAN MARCO - OSIO SOTTO      ;CORSO EUROPA 7                          ;16153;OSIO SOTTO                              ;BG;5.1;Casa di cura privata accreditata;14;CHIRURGIA VASCOLARE                     ;ACUTI;1;16;0;0;2;18
2018;30;LOMBARDIA;325;1;30147;;POLICLINICO SAN MARCO - OSIO SOTTO      ;CORSO EUROPA 7                          ;16153;OSIO SOTTO                              ;BG;5.1;Casa di cura privata accreditata;26;MEDICINA GENERALE                       ;ACUTI;1;43;0;5;0;48
2018;30;LOMBARDIA;325;1;30147;;POLICLINICO SAN MARCO - OSIO SOTTO      ;CORSO EUROPA 7                          ;16153;OSIO SOTTO                              ;BG;5.1;Casa di cura privata accreditata;32;NEUROLOGIA                              ;ACUTI;1;25;0;2;0;27
2018;30;LOMBARDIA;325;1;30147;;POLICLINICO SAN MARCO - OSIO SOTTO      ;CORSO EUROPA 7                          ;16153;OSIO SOTTO                              ;BG;5.1;Casa di cura privata accreditata;34;OCULISTICA                              ;ACUTI;1;1;0;0;2;3
2018;30;LOMBARDIA;325;1;30147;;POLICLINICO SAN MARCO - OSIO SOTTO      ;CORSO EUROPA 7                          ;16153;OSIO SOTTO                              ;BG;5.1;Casa di cura privata accreditata;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;24;0;0;2;26
2018;30;LOMBARDIA;325;1;30147;;POLICLINICO SAN MARCO - OSIO SOTTO      ;CORSO EUROPA 7                          ;16153;OSIO SOTTO                              ;BG;5.1;Casa di cura privata accreditata;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;1;2;0;0;0;2
2018;30;LOMBARDIA;325;1;30147;;POLICLINICO SAN MARCO - OSIO SOTTO      ;CORSO EUROPA 7                          ;16153;OSIO SOTTO                              ;BG;5.1;Casa di cura privata accreditata;43;UROLOGIA                                ;ACUTI;1;15;0;0;4;19
2018;30;LOMBARDIA;325;1;30147;;POLICLINICO SAN MARCO - OSIO SOTTO      ;CORSO EUROPA 7                          ;16153;OSIO SOTTO                              ;BG;5.1;Casa di cura privata accreditata;49;TERAPIA INTENSIVA                       ;ACUTI;1;8;0;0;0;8
2018;30;LOMBARDIA;325;1;30147;;POLICLINICO SAN MARCO - OSIO SOTTO      ;CORSO EUROPA 7                          ;16153;OSIO SOTTO                              ;BG;5.1;Casa di cura privata accreditata;52;DERMATOLOGIA                            ;ACUTI;1;1;0;0;5;6
2018;30;LOMBARDIA;325;1;30147;;POLICLINICO SAN MARCO - OSIO SOTTO      ;CORSO EUROPA 7                          ;16153;OSIO SOTTO                              ;BG;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;72;0;0;0;72
2018;30;LOMBARDIA;325;1;30147;;POLICLINICO SAN MARCO - OSIO SOTTO      ;CORSO EUROPA 7                          ;16153;OSIO SOTTO                              ;BG;5.1;Casa di cura privata accreditata;58;GASTROENTEROLOGIA                       ;ACUTI;1;2;0;0;0;2
2018;30;LOMBARDIA;325;1;30147;;POLICLINICO SAN MARCO - OSIO SOTTO      ;CORSO EUROPA 7                          ;16153;OSIO SOTTO                              ;BG;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;2;0;0;0;2
2018;30;LOMBARDIA;325;1;30148;;POLICLINICO SAN PIETRO  - PONTE S. PIETR;VIA FORLANINI,15                        ;16170;PONTE SAN PIETRO                        ;BG;5.1;Casa di cura privata accreditata;8;CARDIOLOGIA                             ;ACUTI;1;19;0;1;0;20
2018;30;LOMBARDIA;325;1;30148;;POLICLINICO SAN PIETRO  - PONTE S. PIETR;VIA FORLANINI,15                        ;16170;PONTE SAN PIETRO                        ;BG;5.1;Casa di cura privata accreditata;9;CHIRURGIA GENERALE                      ;ACUTI;1;34;0;0;8;42
2018;30;LOMBARDIA;325;1;30148;;POLICLINICO SAN PIETRO  - PONTE S. PIETR;VIA FORLANINI,15                        ;16170;PONTE SAN PIETRO                        ;BG;5.1;Casa di cura privata accreditata;12;CHIRURGIA PLASTICA                      ;ACUTI;1;2;0;0;0;2
2018;30;LOMBARDIA;325;1;30148;;POLICLINICO SAN PIETRO  - PONTE S. PIETR;VIA FORLANINI,15                        ;16170;PONTE SAN PIETRO                        ;BG;5.1;Casa di cura privata accreditata;26;MEDICINA GENERALE                       ;ACUTI;1;38;0;4;0;42
2018;30;LOMBARDIA;325;1;30148;;POLICLINICO SAN PIETRO  - PONTE S. PIETR;VIA FORLANINI,15                        ;16170;PONTE SAN PIETRO                        ;BG;5.1;Casa di cura privata accreditata;32;NEUROLOGIA                              ;ACUTI;1;16;0;0;0;16
2018;30;LOMBARDIA;325;1;30148;;POLICLINICO SAN PIETRO  - PONTE S. PIETR;VIA FORLANINI,15                        ;16170;PONTE SAN PIETRO                        ;BG;5.1;Casa di cura privata accreditata;34;OCULISTICA                              ;ACUTI;1;1;0;0;1;2
2018;30;LOMBARDIA;325;1;30148;;POLICLINICO SAN PIETRO  - PONTE S. PIETR;VIA FORLANINI,15                        ;16170;PONTE SAN PIETRO                        ;BG;5.1;Casa di cura privata accreditata;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;29;0;0;5;34
2018;30;LOMBARDIA;325;1;30148;;POLICLINICO SAN PIETRO  - PONTE S. PIETR;VIA FORLANINI,15                        ;16170;PONTE SAN PIETRO                        ;BG;5.1;Casa di cura privata accreditata;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;1;24;0;0;10;34
2018;30;LOMBARDIA;325;1;30148;;POLICLINICO SAN PIETRO  - PONTE S. PIETR;VIA FORLANINI,15                        ;16170;PONTE SAN PIETRO                        ;BG;5.1;Casa di cura privata accreditata;38;OTORINOLARINGOIATRIA                    ;ACUTI;1;15;0;0;1;16
2018;30;LOMBARDIA;325;1;30148;;POLICLINICO SAN PIETRO  - PONTE S. PIETR;VIA FORLANINI,15                        ;16170;PONTE SAN PIETRO                        ;BG;5.1;Casa di cura privata accreditata;39;PEDIATRIA                               ;ACUTI;1;14;0;2;0;16
2018;30;LOMBARDIA;325;1;30148;;POLICLINICO SAN PIETRO  - PONTE S. PIETR;VIA FORLANINI,15                        ;16170;PONTE SAN PIETRO                        ;BG;5.1;Casa di cura privata accreditata;43;UROLOGIA                                ;ACUTI;1;7;0;0;2;9
2018;30;LOMBARDIA;325;1;30148;;POLICLINICO SAN PIETRO  - PONTE S. PIETR;VIA FORLANINI,15                        ;16170;PONTE SAN PIETRO                        ;BG;5.1;Casa di cura privata accreditata;49;TERAPIA INTENSIVA                       ;ACUTI;1;4;0;0;0;4
2018;30;LOMBARDIA;325;1;30148;;POLICLINICO SAN PIETRO  - PONTE S. PIETR;VIA FORLANINI,15                        ;16170;PONTE SAN PIETRO                        ;BG;5.1;Casa di cura privata accreditata;50;UNITA` CORONARICA                       ;ACUTI;1;6;0;0;0;6
2018;30;LOMBARDIA;325;1;30148;;POLICLINICO SAN PIETRO  - PONTE S. PIETR;VIA FORLANINI,15                        ;16170;PONTE SAN PIETRO                        ;BG;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;40;0;0;0;40
2018;30;LOMBARDIA;325;1;30148;;POLICLINICO SAN PIETRO  - PONTE S. PIETR;VIA FORLANINI,15                        ;16170;PONTE SAN PIETRO                        ;BG;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;5;0;0;0;5
2018;30;LOMBARDIA;325;1;30149;;CASA DI CURA QUARENGHI-S.PELLEGRINO T.  ;VIA SAN CARLO 70                        ;16190;SAN PELLEGRINO TERME                    ;BG;5.1;Casa di cura privata accreditata;26;MEDICINA GENERALE                       ;ACUTI;1;10;0;0;0;10
2018;30;LOMBARDIA;325;1;30149;;CASA DI CURA QUARENGHI-S.PELLEGRINO T.  ;VIA SAN CARLO 70                        ;16190;SAN PELLEGRINO TERME                    ;BG;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;84;0;1;0;85
2018;30;LOMBARDIA;325;1;30149;;CASA DI CURA QUARENGHI-S.PELLEGRINO T.  ;VIA SAN CARLO 70                        ;16190;SAN PELLEGRINO TERME                    ;BG;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;4;0;0;0;4
2018;30;LOMBARDIA;325;1;30350;;OSPEDALE S.ISIDORO - TRESCORE B.        ;VIA OSPEDALE, 34                        ;16218;TRESCORE BALNEARIO                      ;BG;5.1;Casa di cura privata accreditata;26;MEDICINA GENERALE                       ;ACUTI;1;15;0;0;0;15
2018;30;LOMBARDIA;325;1;30350;;OSPEDALE S.ISIDORO - TRESCORE B.        ;VIA OSPEDALE, 34                        ;16218;TRESCORE BALNEARIO                      ;BG;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;57;0;0;0;57
2018;30;LOMBARDIA;325;1;30350;;OSPEDALE S.ISIDORO - TRESCORE B.        ;VIA OSPEDALE, 34                        ;16218;TRESCORE BALNEARIO                      ;BG;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;15;0;0;0;15
2018;30;LOMBARDIA;325;1;30354;;NEPHROCARE S.P.A. - SERIATE             ;VIA PADERNO, 21                         ;16198;SERIATE                                 ;BG;5.1;Casa di cura privata accreditata;29;NEFROLOGIA                              ;ACUTI;1;10;0;0;0;10
2018;30;LOMBARDIA;325;1;30356;;ISTITUTO CLINICO HABILITA - CISERANO    ;VIA BOLOGNA, 1                          ;16075;CISERANO                                ;BG;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;34;0;6;0;40
2018;30;LOMBARDIA;325;1;30356;;ISTITUTO CLINICO HABILITA - CISERANO    ;VIA BOLOGNA, 1                          ;16075;CISERANO                                ;BG;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;19;0;0;0;19
2018;30;LOMBARDIA;325;1;30360;;FERB-ONLUS C.TRO ALZHEIMER-GAZZANIGA    ;VIA MANZONI, 130                        ;16111;GAZZANIGA                               ;BG;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;46;0;0;0;46
2018;30;LOMBARDIA;325;1;30379;;HABILITA IST.CLINICO-OSP.LE DI SARNICO  ;VIA FACCANONI, 6                        ;16193;SARNICO                                 ;BG;5.1;Casa di cura privata accreditata;26;MEDICINA GENERALE                       ;ACUTI;1;24;0;0;0;24
2018;30;LOMBARDIA;325;1;30379;;HABILITA IST.CLINICO-OSP.LE DI SARNICO  ;VIA FACCANONI, 6                        ;16193;SARNICO                                 ;BG;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;51;0;0;3;54
2018;30;LOMBARDIA;325;1;30379;;HABILITA IST.CLINICO-OSP.LE DI SARNICO  ;VIA FACCANONI, 6                        ;16193;SARNICO                                 ;BG;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;25;0;0;0;25
2018;30;LOMBARDIA;326;1;30175;;CASA DI CURA S. CAMILLO - BRESCIA       ;VIA FILIPPO TURATI N.44                 ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;8;CARDIOLOGIA                             ;ACUTI;1;10;0;0;0;10
2018;30;LOMBARDIA;326;1;30175;;CASA DI CURA S. CAMILLO - BRESCIA       ;VIA FILIPPO TURATI N.44                 ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;9;CHIRURGIA GENERALE                      ;ACUTI;1;12;0;0;2;14
2018;30;LOMBARDIA;326;1;30175;;CASA DI CURA S. CAMILLO - BRESCIA       ;VIA FILIPPO TURATI N.44                 ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;26;MEDICINA GENERALE                       ;ACUTI;1;18;0;1;0;19
2018;30;LOMBARDIA;326;1;30175;;CASA DI CURA S. CAMILLO - BRESCIA       ;VIA FILIPPO TURATI N.44                 ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;34;OCULISTICA                              ;ACUTI;1;10;0;0;4;14
2018;30;LOMBARDIA;326;1;30175;;CASA DI CURA S. CAMILLO - BRESCIA       ;VIA FILIPPO TURATI N.44                 ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;18;0;0;1;19
2018;30;LOMBARDIA;326;1;30175;;CASA DI CURA S. CAMILLO - BRESCIA       ;VIA FILIPPO TURATI N.44                 ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;38;OTORINOLARINGOIATRIA                    ;ACUTI;1;9;0;0;1;10
2018;30;LOMBARDIA;326;1;30175;;CASA DI CURA S. CAMILLO - BRESCIA       ;VIA FILIPPO TURATI N.44                 ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;16;0;1;0;17
2018;30;LOMBARDIA;326;1;30175;;CASA DI CURA S. CAMILLO - BRESCIA       ;VIA FILIPPO TURATI N.44                 ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;17;0;0;0;17
2018;30;LOMBARDIA;326;1;30176;;ISTITUTO CLINICO  S. ANNA - BRESCIA     ;VIA DEL FRANZONE 31                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;8;CARDIOLOGIA                             ;ACUTI;1;28;0;1;0;29
2018;30;LOMBARDIA;326;1;30176;;ISTITUTO CLINICO  S. ANNA - BRESCIA     ;VIA DEL FRANZONE 31                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;9;CHIRURGIA GENERALE                      ;ACUTI;1;31;0;0;2;33
2018;30;LOMBARDIA;326;1;30176;;ISTITUTO CLINICO  S. ANNA - BRESCIA     ;VIA DEL FRANZONE 31                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;14;CHIRURGIA VASCOLARE                     ;ACUTI;1;8;0;0;2;10
2018;30;LOMBARDIA;326;1;30176;;ISTITUTO CLINICO  S. ANNA - BRESCIA     ;VIA DEL FRANZONE 31                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;26;MEDICINA GENERALE                       ;ACUTI;1;22;0;3;0;25
2018;30;LOMBARDIA;326;1;30176;;ISTITUTO CLINICO  S. ANNA - BRESCIA     ;VIA DEL FRANZONE 31                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;32;NEUROLOGIA                              ;ACUTI;1;11;0;2;0;13
2018;30;LOMBARDIA;326;1;30176;;ISTITUTO CLINICO  S. ANNA - BRESCIA     ;VIA DEL FRANZONE 31                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;34;OCULISTICA                              ;ACUTI;1;5;0;0;3;8
2018;30;LOMBARDIA;326;1;30176;;ISTITUTO CLINICO  S. ANNA - BRESCIA     ;VIA DEL FRANZONE 31                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;40;0;0;2;42
2018;30;LOMBARDIA;326;1;30176;;ISTITUTO CLINICO  S. ANNA - BRESCIA     ;VIA DEL FRANZONE 31                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;1;27;0;0;2;29
2018;30;LOMBARDIA;326;1;30176;;ISTITUTO CLINICO  S. ANNA - BRESCIA     ;VIA DEL FRANZONE 31                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;38;OTORINOLARINGOIATRIA                    ;ACUTI;1;14;0;0;2;16
2018;30;LOMBARDIA;326;1;30176;;ISTITUTO CLINICO  S. ANNA - BRESCIA     ;VIA DEL FRANZONE 31                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;43;UROLOGIA                                ;ACUTI;1;11;0;0;2;13
2018;30;LOMBARDIA;326;1;30176;;ISTITUTO CLINICO  S. ANNA - BRESCIA     ;VIA DEL FRANZONE 31                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;49;TERAPIA INTENSIVA                       ;ACUTI;1;4;0;0;0;4
2018;30;LOMBARDIA;326;1;30176;;ISTITUTO CLINICO  S. ANNA - BRESCIA     ;VIA DEL FRANZONE 31                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;40;0;4;0;44
2018;30;LOMBARDIA;326;1;30176;;ISTITUTO CLINICO  S. ANNA - BRESCIA     ;VIA DEL FRANZONE 31                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;4;0;0;0;4
2018;30;LOMBARDIA;326;1;30176;;ISTITUTO CLINICO  S. ANNA - BRESCIA     ;VIA DEL FRANZONE 31                     ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;64;ONCOLOGIA                               ;ACUTI;1;10;0;6;0;16
2018;30;LOMBARDIA;326;1;30177;;CASA DI CURA VILLA GEMMA-GARDONE RIV    ;VIA ZANARDELLI 101                      ;17074;GARDONE RIVIERA                         ;BS;5.1;Casa di cura privata accreditata;26;MEDICINA GENERALE                       ;ACUTI;1;10;0;0;0;10
2018;30;LOMBARDIA;326;1;30177;;CASA DI CURA VILLA GEMMA-GARDONE RIV    ;VIA ZANARDELLI 101                      ;17074;GARDONE RIVIERA                         ;BS;5.1;Casa di cura privata accreditata;56;RECUPERO E RIABILITAZIONE               ;RIABILITAZIONE;1;36;0;0;0;36
2018;30;LOMBARDIA;326;1;30177;;CASA DI CURA VILLA GEMMA-GARDONE RIV    ;VIA ZANARDELLI 101                      ;17074;GARDONE RIVIERA                         ;BS;5.1;Casa di cura privata accreditata;60;LUNGODEGENTI                            ;LUNGODEGENZA;1;9;0;0;0;9
2018;30;LOMBARDIA;326;1;30178;;IST.CLIN. CITTA' DI BRESCIA - BRESCIA   ;VIA B. GUALLA, 15                       ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;8;CARDIOLOGIA                             ;ACUTI;1;15;0;0;0;15
2018;30;LOMBARDIA;326;1;30178;;IST.CLIN. CITTA' DI BRESCIA - BRESCIA   ;VIA B. GUALLA, 15                       ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;9;CHIRURGIA GENERALE                      ;ACUTI;1;24;0;0;3;27
2018;30;LOMBARDIA;326;1;30178;;IST.CLIN. CITTA' DI BRESCIA - BRESCIA   ;VIA B. GUALLA, 15                       ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;14;CHIRURGIA VASCOLARE                     ;ACUTI;1;10;0;0;1;11
2018;30;LOMBARDIA;326;1;30178;;IST.CLIN. CITTA' DI BRESCIA - BRESCIA   ;VIA B. GUALLA, 15                       ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;26;MEDICINA GENERALE                       ;ACUTI;1;28;0;1;0;29
2018;30;LOMBARDIA;326;1;30178;;IST.CLIN. CITTA' DI BRESCIA - BRESCIA   ;VIA B. GUALLA, 15                       ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;32;NEUROLOGIA                              ;ACUTI;1;16;0;1;0;17
2018;30;LOMBARDIA;326;1;30178;;IST.CLIN. CITTA' DI BRESCIA - BRESCIA   ;VIA B. GUALLA, 15                       ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;34;OCULISTICA                              ;ACUTI;1;0;0;0;1;1
2018;30;LOMBARDIA;326;1;30178;;IST.CLIN. CITTA' DI BRESCIA - BRESCIA   ;VIA B. GUALLA, 15                       ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;36;ORTOPEDIA E TRAUMATOLOGIA               ;ACUTI;1;69;0;0;3;72
2018;30;LOMBARDIA;326;1;30178;;IST.CLIN. CITTA' DI BRESCIA - BRESCIA   ;VIA B. GUALLA, 15                       ;17029;BRESCIA                                 ;BS;5.1;Casa di cura privata accreditata;37;OSTETRICIA E GINECOLOGIA                ;ACUTI;1;25;0;3;0;28
